1,0,
2,0,
3,0,
4,0,
5,0,
6,4,
7,2,
8,1,
9,3,
10,12,
11,11,
12,10,
13,9,
14,14,
15,5,
16,6,
17,23,
18,22,
19,35,
20,7,
21,25,
22,15,
23,42,
24,32,
25,19,
26,29,
27,41,
28,8,
29,47,
30,18,
31,48,
32,31,
33,70,
34,46,
35,17,
36,13,
37,27,
38,16,
39,67,
40,76,
41,62,
42,69,
43,54,
44,68,
45,26,
